objectid;type;address;polygonid;scale;angle;globalid;geo_shape;geo_point_2d
531;public;600;0;1.0;0.0;{4AB0AB5B-D5DC-4E64-AC08-4F4250A6B8E8};"{""type"": ""Point"", ""coordinates"": [-79.01282068031945, 35.932400391764276]}";"35.9324003918; -79.0128206803"
600;public;506;0;1.0;0.0;{14338449-8BA8-4727-BF71-EF6B91BDEFEF};"{""type"": ""Point"", ""coordinates"": [-79.04767544088403, 35.91719746226101]}";"35.9171974623; -79.0476754409"
599;public;;0;1.0;0.0;{0C1B5824-2312-4731-AC0C-08FD03AD05E7};"{""type"": ""Point"", ""coordinates"": [-79.04484886641116, 35.918561612850056]}";"35.9185616129; -79.0448488664"
609;public;;0;1.0;0.0;{2290395D-ED64-4DEC-AD4E-211B3B01DD5E};"{""type"": ""Point"", ""coordinates"": [-79.05764648471904, 35.90696895487386]}";"35.9069689549; -79.0576464847"
610;public;;0;1.0;0.0;{5053CF28-FD73-4B32-B7BA-23FD2B637B17};"{""type"": ""Point"", ""coordinates"": [-79.05468870290632, 35.90717027072757]}";"35.9071702707; -79.0546887029"
612;public;;0;1.0;0.0;{BB02EBBF-0B34-4069-84B4-5C7AE8C7A3D3};"{""type"": ""Point"", ""coordinates"": [-79.05829519583301, 35.91230605279789]}";"35.9123060528; -79.0582951958"
608;public;;0;1.0;0.0;{5CC3ED6C-8CC7-4312-879B-D6B67B719805};"{""type"": ""Point"", ""coordinates"": [-79.0585432655993, 35.90810858636759]}";"35.9081085864; -79.0585432656"
566;public;;0;1.0;0.0;{48AB0287-AAF9-4BEA-B925-EDDF9D29DFEE};"{""type"": ""Point"", ""coordinates"": [-79.05534951328897, 35.95177147683096]}";"35.9517714768; -79.0553495133"
542;public;;0;1.0;0.0;{1336AA1D-E638-490A-BF28-175FA6E13A9A};"{""type"": ""Point"", ""coordinates"": [-79.02881906940245, 35.915010125683686]}";"35.9150101257; -79.0288190694"
544;public;;0;1.0;0.0;{A30B9DB6-E217-4EBD-901D-FD80B3B5FC49};"{""type"": ""Point"", ""coordinates"": [-79.01515792490494, 35.91585881457309]}";"35.9158588146; -79.0151579249"
524;public;;0;1.0;0.0;{BAFD0D9E-1BA7-46F1-8057-2F5FB4B25F06};"{""type"": ""Point"", ""coordinates"": [-79.02208773425309, 35.93221945450313]}";"35.9322194545; -79.0220877343"
576;public;;0;1.0;0.0;{CCB85D29-51D6-497F-B20C-DAE817A1D500};"{""type"": ""Point"", ""coordinates"": [-79.05531791374216, 35.92078587678495]}";"35.9207858768; -79.0553179137"
580;public;;0;1.0;0.0;{DB634851-2F6C-4DFB-A65C-5163045CCF25};"{""type"": ""Point"", ""coordinates"": [-79.05030090493015, 35.922640530390986]}";"35.9226405304; -79.0503009049"
588;public;;0;1.0;0.0;{D34BD210-7395-4861-AFF1-6F5B0036070F};"{""type"": ""Point"", ""coordinates"": [-79.06104080926642, 35.92014310407443]}";"35.9201431041; -79.0610408093"
590;public;;0;1.0;0.0;{0D5D7947-D6E1-4F43-A9CF-D70930617E65};"{""type"": ""Point"", ""coordinates"": [-79.05726919451355, 35.91576052900322]}";"35.915760529; -79.0572691945"
594;public;;0;1.0;0.0;{B22F0F1C-4DEF-40FC-A127-427FD357590A};"{""type"": ""Point"", ""coordinates"": [-79.05408975008136, 35.91942154312208]}";"35.9194215431; -79.0540897501"
643;public;;0;1.0;0.0;{522E5F18-984D-4194-B160-F404B6B3D8AC};"{""type"": ""Point"", ""coordinates"": [-79.06681071750869, 35.890386826064095]}";"35.8903868261; -79.0668107175"
647;public;;0;1.0;0.0;{EF0FA2E2-F4EC-4A20-AD3D-544BF2AB0EFD};"{""type"": ""Point"", ""coordinates"": [-79.05866320075806, 35.88959860984586]}";"35.8895986098; -79.0586632008"
529;public;1300;0;1.0;0.0;{D75EA9EB-B990-4ABB-9034-BC9D8E90D3DA};"{""type"": ""Point"", ""coordinates"": [-79.01698123362564, 35.93152820741638]}";"35.9315282074; -79.0169812336"
547;public;1126;0;1.0;0.0;{20D09D3C-BEF4-4E1F-BA86-3AC77961D4C6};"{""type"": ""Point"", ""coordinates"": [-79.0184653234857, 35.908975150075754]}";"35.9089751501; -79.0184653235"
545;public;100;0;1.0;0.0;{16A9B7CF-06A3-468C-977C-60DE09E84AE2};"{""type"": ""Point"", ""coordinates"": [-79.00129958290421, 35.91948101934523]}";"35.9194810193; -79.0012995829"
562;public;;0;1.0;0.0;{19A73F39-BB04-44AE-B1BD-E0AEEE48EB1D};"{""type"": ""Point"", ""coordinates"": [-79.00147251984775, 35.901536130700926]}";"35.9015361307; -79.0014725198"
523;public;;0;1.0;0.0;{C2D60EA1-B90B-452E-B92B-31E3CB396936};"{""type"": ""Point"", ""coordinates"": [-79.02008607946034, 35.93186094046243]}";"35.9318609405; -79.0200860795"
552;public;;0;1.0;0.0;{154CA363-37A7-43EE-A5D8-F6FBA353C9BB};"{""type"": ""Point"", ""coordinates"": [-79.0250505996949, 35.906897365753025]}";"35.9068973658; -79.0250505997"
550;public;;0;1.0;0.0;{CE241EB9-83DD-4A94-B120-60F9CB28859A};"{""type"": ""Point"", ""coordinates"": [-79.02487748188877, 35.907512659179716]}";"35.9075126592; -79.0248774819"
573;public;;0;1.0;0.0;{72F6D970-9D63-49DD-81C9-F13B2F89FE34};"{""type"": ""Point"", ""coordinates"": [-79.05738172921458, 35.92212684857565]}";"35.9221268486; -79.0573817292"
555;public;;0;1.0;0.0;{F9886887-E009-4AE0-8249-CBC4E5A0E8B0};"{""type"": ""Point"", ""coordinates"": [-79.02640596249825, 35.90810192760683]}";"35.9081019276; -79.0264059625"
559;private;;0;1.0;0.0;{D8D7CD47-0F60-4BCC-8416-2FF849FECB95};"{""type"": ""Point"", ""coordinates"": [-79.01911831487647, 35.9053411894102]}";"35.9053411894; -79.0191183149"
637;public;;0;1.0;0.0;{DCD6FCF1-11D9-4235-AEBC-F9C28D91B3B7};"{""type"": ""Point"", ""coordinates"": [-79.05971856433978, 35.89897495164038]}";"35.8989749516; -79.0597185643"
620;public;;0;1.0;0.0;{9EA7C7C1-062A-4810-8905-7FB0F5E535ED};"{""type"": ""Point"", ""coordinates"": [-79.07068728277731, 35.900047106512936]}";"35.9000471065; -79.0706872828"
619;public;;0;1.0;0.0;{05C8115B-C351-4184-9D45-BF7DFFF3DC22};"{""type"": ""Point"", ""coordinates"": [-79.07287783083302, 35.89960230457126]}";"35.8996023046; -79.0728778308"
621;public;;0;1.0;0.0;{C80FAE6A-FFE6-4FC5-B0C3-949C4D870F72};"{""type"": ""Point"", ""coordinates"": [-79.06776283696998, 35.89905338979095]}";"35.8990533898; -79.067762837"
516;public;;0;1.0;0.0;{1AECE2C6-2717-4480-BC4B-C197FE32C33E};"{""type"": ""Point"", ""coordinates"": [-79.02786004946572, 35.93255671617337]}";"35.9325567162; -79.0278600495"
648;public;;0;1.0;0.0;{C5A9DF16-CA4C-4175-A0C7-0ED885910050};"{""type"": ""Point"", ""coordinates"": [-79.05793658631836, 35.89220068314881]}";"35.8922006831; -79.0579365863"
651;public;;0;1.0;0.0;{F14FA120-FBD9-44D8-A452-7F8E726F3DCE};"{""type"": ""Point"", ""coordinates"": [-79.04463313038976, 35.95229453325255]}";"35.9522945333; -79.0446331304"
649;public;;0;1.0;0.0;{92CBF7A5-583D-4694-A6FB-43DAE84E8F14};"{""type"": ""Point"", ""coordinates"": [-79.0594926259261, 35.96378909893294]}";"35.9637890989; -79.0594926259"
652;public;;0;1.0;0.0;{C5CF7D09-B0B7-4FF4-93A5-128212D18ED6};"{""type"": ""Point"", ""coordinates"": [-79.07814650918526, 35.946688384150356]}";"35.9466883842; -79.0781465092"
665;private;;0;1.0;0.0;{CC137A39-A26E-4D71-81C1-5913D1BAF419};"{""type"": ""Point"", ""coordinates"": [-79.01824577631133, 35.93924903006335]}";"35.9392490301; -79.0182457763"
657;public;;0;1.0;0.0;{4DE9CF14-39CB-40CE-8858-7A110514ED29};"{""type"": ""Point"", ""coordinates"": [-79.05490642649553, 35.93507552393886]}";"35.9350755239; -79.0549064265"
675;public;;0;1.0;0.0;{20B08B7F-3B8F-45A0-AF26-35DAFCD85668};"{""type"": ""Point"", ""coordinates"": [-79.03821404460926, 35.92003050941469]}";"35.9200305094; -79.0382140446"
758;private;;0;1.0;0.0;{D9C4F5AD-9DFB-4EA0-83BC-8DE70AC0251A};"{""type"": ""Point"", ""coordinates"": [-79.01674519790316, 35.933258630972404]}";"35.933258631; -79.0167451979"
752;private;;0;1.0;0.0;{551B7B64-9E54-493E-B18E-38062631DD45};"{""type"": ""Point"", ""coordinates"": [-79.02579002523834, 35.92792473460647]}";"35.9279247346; -79.0257900252"
756;private;;0;1.0;0.0;{4401A754-A4C4-4B0A-9896-8650A9E90D2C};"{""type"": ""Point"", ""coordinates"": [-79.02676671121534, 35.926719642222324]}";"35.9267196422; -79.0267667112"
768;;;0;1.0;0.0;{EADFDDD0-A607-4B77-9989-98C4EB8386C2};"{""type"": ""Point"", ""coordinates"": [-79.06488956458634, 35.88710244878859]}";"35.8871024488; -79.0648895646"
764;;;0;1.0;0.0;{4ACC0F8A-F3B2-4108-8F73-8537BEFDB99B};"{""type"": ""Point"", ""coordinates"": [-79.05666547642907, 35.95649500702131]}";"35.956495007; -79.0566654764"
860;;;0;1.0;0.0;{B9E8E70B-E882-427C-819E-ED342B6D4CE6};"{""type"": ""Point"", ""coordinates"": [-79.06520414114934, 35.96078638362967]}";"35.9607863836; -79.0652041411"
854;;;0;1.0;0.0;{8939D0B0-CF9E-4173-AB9F-A1B132A896BE};"{""type"": ""Point"", ""coordinates"": [-79.00453946305359, 35.89471616416114]}";"35.8947161642; -79.0045394631"
855;;;0;1.0;0.0;{CDAE2C04-D617-46BC-83B4-B97E111C1917};"{""type"": ""Point"", ""coordinates"": [-79.00633009213828, 35.89312987645024]}";"35.8931298765; -79.0063300921"
863;;;0;1.0;0.0;{46C9F0FB-8483-4945-9066-19D51D4180AA};"{""type"": ""Point"", ""coordinates"": [-79.06621428323332, 35.956303387543436]}";"35.9563033875; -79.0662142832"
875;;;0;1.0;0.0;{13B63DE5-7C00-496E-A9C7-EF10BB8E7CA6};"{""type"": ""Point"", ""coordinates"": [-79.00582514923809, 35.95295501577487]}";"35.9529550158; -79.0058251492"
864;;;0;1.0;0.0;{6D098984-13A4-4DB4-9B4E-4DC1FCA25A1E};"{""type"": ""Point"", ""coordinates"": [-79.03123889432057, 35.96076258444543]}";"35.9607625844; -79.0312388943"
852;;;0;1.0;0.0;{08E49157-1F28-4AFB-8910-A3F5EC634CEB};"{""type"": ""Point"", ""coordinates"": [-79.00903297264205, 35.90658580141247]}";"35.9065858014; -79.0090329726"
844;;;0;1.0;0.0;{A5DF76C2-A55B-449B-ADC1-3A694D64D6AB};"{""type"": ""Point"", ""coordinates"": [-79.01933034394945, 35.95853014823767]}";"35.9585301482; -79.0193303439"
851;;;0;1.0;0.0;{9CB4738D-87E0-4386-9D62-36C1597AC78D};"{""type"": ""Point"", ""coordinates"": [-79.0397854295033, 35.93607502674309]}";"35.9360750267; -79.0397854295"
839;;;0;1.0;0.0;{1C7F2376-802B-4C8F-971A-32BD99285B94};"{""type"": ""Point"", ""coordinates"": [-79.01291837026646, 35.90602223137463]}";"35.9060222314; -79.0129183703"
850;;;0;1.0;0.0;{B3E77DE9-8AF4-42A5-BE06-CF2E9BF75B28};"{""type"": ""Point"", ""coordinates"": [-79.0646997422315, 35.88046323303333]}";"35.880463233; -79.0646997422"
836;;;0;1.0;0.0;{909F5934-02AF-4127-8469-416BD3BB74AD};"{""type"": ""Point"", ""coordinates"": [-79.01353575879325, 35.90737783033085]}";"35.9073778303; -79.0135357588"
835;;;0;1.0;0.0;{60EDE371-146A-4277-B82B-7CCC91907D7A};"{""type"": ""Point"", ""coordinates"": [-79.01339713049849, 35.90879627311051]}";"35.9087962731; -79.0133971305"
822;;;0;1.0;0.0;{5CB0F1A3-7328-43D7-A282-95007F4E3EE8};"{""type"": ""Point"", ""coordinates"": [-79.06560055356604, 35.879578844165906]}";"35.8795788442; -79.0656005536"
807;;;0;1.0;0.0;{83D8AA57-A129-47AB-8A02-908BD68E333B};"{""type"": ""Point"", ""coordinates"": [-79.07302678458512, 35.8889329403739]}";"35.8889329404; -79.0730267846"
772;;;0;1.0;0.0;{45111BD5-9E1F-4571-A98B-F6D6FBDBD216};"{""type"": ""Point"", ""coordinates"": [-79.06386929842958, 35.883716979982346]}";"35.88371698; -79.0638692984"
788;;;0;1.0;0.0;{3DC90DD4-6347-4D95-8AF6-4AC7E168F07F};"{""type"": ""Point"", ""coordinates"": [-79.06911007495108, 35.88603422515131]}";"35.8860342252; -79.069110075"
777;;;0;1.0;0.0;{DA868BBD-63C5-465C-8F34-F1FF52283E62};"{""type"": ""Point"", ""coordinates"": [-79.06561135083548, 35.8826747940419]}";"35.882674794; -79.0656113508"
784;;;0;1.0;0.0;{BD5295C6-F32F-4A23-8A8C-E32A664E2C49};"{""type"": ""Point"", ""coordinates"": [-79.06772588137592, 35.88136181426677]}";"35.8813618143; -79.0677258814"
954;public;300;0;1.0;0.0;{15C4FBD4-E4BC-4210-9B1B-032F838BFA77};"{""type"": ""Point"", ""coordinates"": [-79.05083226867832, 35.91519214525459]}";"35.9151921453; -79.0508322687"
958;public;116;0;1.0;0.0;{74640D11-1711-45C2-9A01-93DDA2CB47AC};"{""type"": ""Point"", ""coordinates"": [-79.0555763434224, 35.91564659409722]}";"35.9156465941; -79.0555763434"
936;;700;0;1.0;0.0;{26FE88A6-A962-484C-B0C9-477D1DD98025};"{""type"": ""Point"", ""coordinates"": [-79.06213743618426, 35.9473563284727]}";"35.9473563285; -79.0621374362"
938;;;0;1.0;0.0;{ABE527CC-0E67-4D2D-B3C2-AA8BAE8C0A38};"{""type"": ""Point"", ""coordinates"": [-79.06395639166315, 35.96068872949173]}";"35.9606887295; -79.0639563917"
883;public;11;0;1.0;0.0;{73A255DE-F194-497C-9648-507A12D98D77};"{""type"": ""Point"", ""coordinates"": [-79.05155930067318, 35.92887486742173]}";"35.9288748674; -79.0515593007"
899;;;0;1.0;0.0;{39DB6A3C-B5CF-4BFE-9701-8FC6CE49E609};"{""type"": ""Point"", ""coordinates"": [-79.01177855091855, 35.89463902549625]}";"35.8946390255; -79.0117785509"
880;;;0;1.0;0.0;{03AE3709-A5AC-4603-A210-A33102F6F8E1};"{""type"": ""Point"", ""coordinates"": [-79.05818225197464, 35.93394413407473]}";"35.9339441341; -79.058182252"
927;public;;0;1.0;0.0;{A98A6AC8-0600-4827-99DE-99090A82C196};"{""type"": ""Point"", ""coordinates"": [-79.05950725842388, 35.88835304661408]}";"35.8883530466; -79.0595072584"
915;;;0;1.0;0.0;{3D40AFD9-897C-4E11-AD42-50BC85D01264};"{""type"": ""Point"", ""coordinates"": [-79.05696812808597, 35.96505173819155]}";"35.9650517382; -79.0569681281"
910;;;0;1.0;0.0;{352CFD6F-066D-4383-90CB-5EEC5626D4CA};"{""type"": ""Point"", ""coordinates"": [-79.01024864880586, 35.91096904026747]}";"35.9109690403; -79.0102486488"
985;public;1502;0;1.0;0.0;{0B6AEF2B-EF2A-4D10-A550-C7385373D942};"{""type"": ""Point"", ""coordinates"": [-79.04169580615076, 35.897695437249176]}";"35.8976954372; -79.0416958062"
981;public;640;0;1.0;0.0;{26FFCC99-C6DA-40D9-924C-F9B689120F8C};"{""type"": ""Point"", ""coordinates"": [-79.04425800240845, 35.94262597802432]}";"35.942625978; -79.0442580024"
979;public;;0;1.0;0.0;{A49EEBED-55A8-455A-BDDD-3617FFFF6924};"{""type"": ""Point"", ""coordinates"": [-79.04734432395631, 35.94557961813442]}";"35.9455796181; -79.047344324"
967;;;0;1.0;0.0;{2DAE9C14-7551-49E5-B5F8-95BA6AED759F};"{""type"": ""Point"", ""coordinates"": [-79.05486564802061, 35.960136861908765]}";"35.9601368619; -79.054865648"
995;public;408;0;1.0;0.0;{F46BF283-4639-492C-8A1E-1A550C5FFF99};"{""type"": ""Point"", ""coordinates"": [-79.02852816777995, 35.948974460071284]}";"35.9489744601; -79.0285281678"
986;public;602;0;1.0;0.0;{A7A91158-B951-41A0-9EC5-79ADEBE01EBC};"{""type"": ""Point"", ""coordinates"": [-79.03559740774949, 35.902588705113295]}";"35.9025887051; -79.0355974077"
746;private;223;0;1.0;0.0;{40749098-96BE-4AD8-B0BA-9C06D07C91AC};"{""type"": ""Point"", ""coordinates"": [-79.00948451592404, 35.94108965869412]}";"35.9410896587; -79.0094845159"
744;private;;0;1.0;0.0;{CAA39855-3B11-48D0-B6F7-BA47E6877B96};"{""type"": ""Point"", ""coordinates"": [-79.01603718845602, 35.94006737002556]}";"35.94006737; -79.0160371885"
731;private;;0;1.0;0.0;{C2276034-FFB4-474A-9302-5A713E4751AA};"{""type"": ""Point"", ""coordinates"": [-79.04211024809065, 35.96652913409154]}";"35.9665291341; -79.0421102481"
738;private;;0;1.0;0.0;{14A325E6-83F6-4BB6-B2FD-9FE1AEB82535};"{""type"": ""Point"", ""coordinates"": [-79.04024843763663, 35.96629120832444]}";"35.9662912083; -79.0402484376"
455;private;;0;1.0;0.0;{E5F59708-8503-43A4-9D89-4D31CA5E3750};"{""type"": ""Point"", ""coordinates"": [-79.04054991994862, 35.925869813669316]}";"35.9258698137; -79.0405499199"
459;public;;0;1.0;0.0;{B7CE11E3-904F-436F-9C48-3719158FF6C6};"{""type"": ""Point"", ""coordinates"": [-79.08111966058436, 35.947180084468116]}";"35.9471800845; -79.0811196606"
451;public;;0;1.0;0.0;{0D276542-ACE1-4A3E-BF58-54BC9EB9994F};"{""type"": ""Point"", ""coordinates"": [-79.00730545400502, 35.94311113752562]}";"35.9431111375; -79.007305454"
702;private;;0;1.0;0.0;{F0702253-F4D0-4F39-8B14-912B249527D2};"{""type"": ""Point"", ""coordinates"": [-79.04653022115627, 35.949344393470305]}";"35.9493443935; -79.0465302212"
719;private;;0;1.0;0.0;{1E475887-9DB8-4E4C-9BAF-2A51AC88F152};"{""type"": ""Point"", ""coordinates"": [-79.04573026765034, 35.953220496954685]}";"35.953220497; -79.0457302677"
676;public;;0;1.0;0.0;{54A7F02A-640F-42BC-965F-3610A03E9D7D};"{""type"": ""Point"", ""coordinates"": [-79.0256752215521, 35.91880109102114]}";"35.918801091; -79.0256752216"
697;public;;0;1.0;0.0;{585EE533-04BB-45BE-9A36-0E5C40134B9D};"{""type"": ""Point"", ""coordinates"": [-79.05672180927446, 35.91082177657957]}";"35.9108217766; -79.0567218093"
715;private;;0;1.0;0.0;{5C58E757-B3DE-4CE8-8E1A-5AF22887E8E2};"{""type"": ""Point"", ""coordinates"": [-79.018155140668, 35.92900670369415]}";"35.9290067037; -79.0181551407"
284;public;1018;0;1.0;0.0;{AE7AE427-4D4D-4470-8FDF-1E9F9A3A1825};"{""type"": ""Point"", ""coordinates"": [-79.02645888947069, 35.90308481201712]}";"35.903084812; -79.0264588895"
258;public;2;0;1.0;0.0;{3DF2EDE5-CFF4-4FA0-96A6-E834FA7B807E};"{""type"": ""Point"", ""coordinates"": [-79.034596051033, 35.90238190379879]}";"35.9023819038; -79.034596051"
280;public;;0;1.0;0.0;{4096CEB2-3384-464F-B7C2-BE0485666F73};"{""type"": ""Point"", ""coordinates"": [-79.03896231044499, 35.894838291824115]}";"35.8948382918; -79.0389623104"
282;public;;0;1.0;0.0;{0D12FFDB-81A5-4A20-814D-FC91609089D3};"{""type"": ""Point"", ""coordinates"": [-79.04052235523372, 35.89265620358227]}";"35.8926562036; -79.0405223552"
285;public;1002;0;1.0;0.0;{8631A7FA-2174-4759-BDD0-F3DA5709662F};"{""type"": ""Point"", ""coordinates"": [-79.03151541188427, 35.901164308274495]}";"35.9011643083; -79.0315154119"
292;public;;0;1.0;0.0;{5AA83E79-B002-4770-93B5-60F3CF48F945};"{""type"": ""Point"", ""coordinates"": [-79.0275985034504, 35.910533518644925]}";"35.9105335186; -79.0275985035"
252;public;;0;1.0;0.0;{231F68D9-0A40-4825-A40A-B616A15B721F};"{""type"": ""Point"", ""coordinates"": [-79.0493506637671, 35.89991795606824]}";"35.8999179561; -79.0493506638"
266;public;;0;1.0;0.0;{E1DAD86C-39DE-4D44-BA48-75DCFF00E8B9};"{""type"": ""Point"", ""coordinates"": [-79.04887449730788, 35.89859700707643]}";"35.8985970071; -79.0488744973"
255;public;;0;1.0;0.0;{05FB986E-7D29-4A09-9FD7-2F60F94F2B72};"{""type"": ""Point"", ""coordinates"": [-79.04474700445662, 35.9069382403636]}";"35.9069382404; -79.0447470045"
262;public;;0;1.0;0.0;{10B46954-8BD8-4FC3-92D6-C72393BAD4EB};"{""type"": ""Point"", ""coordinates"": [-79.05633905758437, 35.895535331608706]}";"35.8955353316; -79.0563390576"
275;public;;0;1.0;0.0;{A5B72D08-B20B-4650-8B3A-4ACFA9CFD16A};"{""type"": ""Point"", ""coordinates"": [-79.04597224015134, 35.8978595033311]}";"35.8978595033; -79.0459722402"
267;public;;0;1.0;0.0;{C0BD7AAF-F8CF-47A8-BA41-973EDBE8F09F};"{""type"": ""Point"", ""coordinates"": [-79.04907726500684, 35.8971747739632]}";"35.897174774; -79.049077265"
326;public;;0;1.0;0.0;{72144D6D-E505-4468-BE24-7381CE0F18D1};"{""type"": ""Point"", ""coordinates"": [-79.04958886536153, 35.908952901545575]}";"35.9089529015; -79.0495888654"
341;public;;0;1.0;0.0;{58553920-1E86-4748-893C-24E8C00CD1FA};"{""type"": ""Point"", ""coordinates"": [-79.05012460676126, 35.904154622890054]}";"35.9041546229; -79.0501246068"
342;public;;0;1.0;0.0;{55C82506-8363-42DF-890D-090862395E75};"{""type"": ""Point"", ""coordinates"": [-79.0508251484657, 35.90599203574293]}";"35.9059920357; -79.0508251485"
293;public;;0;1.0;0.0;{D261F797-4F4F-48F5-8B9C-FEAC0317FF51};"{""type"": ""Point"", ""coordinates"": [-79.02897381012858, 35.91205196229123]}";"35.9120519623; -79.0289738101"
301;public;;0;1.0;0.0;{1736535A-060D-4520-B27F-8886941046AF};"{""type"": ""Point"", ""coordinates"": [-79.01026801768543, 35.89704000041663]}";"35.8970400004; -79.0102680177"
311;public;;0;1.0;0.0;{C56BE214-EEB7-4730-8A19-7EB453E95FFD};"{""type"": ""Point"", ""coordinates"": [-79.05303455827912, 35.91126720750902]}";"35.9112672075; -79.0530345583"
347;public;;0;1.0;0.0;{B258725D-68D5-476D-A8D0-0E9F9C02E589};"{""type"": ""Point"", ""coordinates"": [-79.04588973337465, 35.902772318737725]}";"35.9027723187; -79.0458897334"
351;private;;0;1.0;0.0;{F45AD047-7525-4CC2-9D9D-8E55CFB28E1A};"{""type"": ""Point"", ""coordinates"": [-79.05789991537368, 35.93289694876492]}";"35.9328969488; -79.0578999154"
352;public;;0;1.0;0.0;{BF560CC4-0AD3-4F09-8300-C14ECAD3668C};"{""type"": ""Point"", ""coordinates"": [-79.05659549692676, 35.9333127954706]}";"35.9333127955; -79.0565954969"
392;public;;0;1.0;0.0;{08521E37-D903-4FA6-80B5-2D090BCBC171};"{""type"": ""Point"", ""coordinates"": [-79.04847375281317, 35.942346526424465]}";"35.9423465264; -79.0484737528"
374;public;;0;1.0;0.0;{6231935F-DE82-4C92-9629-381631E901D5};"{""type"": ""Point"", ""coordinates"": [-79.02021479803015, 35.95613357925484]}";"35.9561335793; -79.020214798"
380;public;;0;1.0;0.0;{97B5D9C2-A79F-4051-86BB-7BF7F9FE65A7};"{""type"": ""Point"", ""coordinates"": [-79.00815692688083, 35.94871656870352]}";"35.9487165687; -79.0081569269"
1001;private;825;0;1.0;0.0;{FBC05606-2097-468F-B6BB-FEEAEDFC51D1};"{""type"": ""Point"", ""coordinates"": [-79.03844856689962, 35.95635545607116]}";"35.9563554561; -79.0384485669"
1003;;;0;1.0;0.0;{17B5BB3F-32F1-46AD-94F2-9516B4465D30};"{""type"": ""Point"", ""coordinates"": [-79.03552570162685, 35.96661319907194]}";"35.9666131991; -79.0355257016"
1011;public;120;0;1.0;0.0;{E2587368-D19B-4770-B4B9-927B0E9AACED};"{""type"": ""Point"", ""coordinates"": [-79.02952585338815, 35.93015410153828]}";"35.9301541015; -79.0295258534"
1012;public;;0;1.0;0.0;{E92AA749-C25F-4633-9C5D-D5541A737881};"{""type"": ""Point"", ""coordinates"": [-79.03183017492826, 35.937562794945016]}";"35.9375627949; -79.0318301749"
1015;public;73;0;1.0;0.0;{23DAE37D-1310-41D5-B691-B1ACD2CBD899};"{""type"": ""Point"", ""coordinates"": [-79.02471493005721, 35.9118003741386]}";"35.9118003741; -79.0247149301"
1017;;;0;1.0;0.0;{3F8DEF87-D6E0-46AB-8866-A8F4CA58080D};"{""type"": ""Point"", ""coordinates"": [-79.02093772571635, 35.90732004304375]}";"35.907320043; -79.0209377257"
1030;public;;0;1.0;0.0;{42517675-52A1-4A44-8361-94F0D32F256A};"{""type"": ""Point"", ""coordinates"": [-79.01756802483325, 35.94180050813892]}";"35.9418005081; -79.0175680248"
1008;public;;0;1.0;0.0;{C0A3827D-9B63-45F2-961A-C1EA9E0D84EC};"{""type"": ""Point"", ""coordinates"": [-79.03064768933235, 35.92481026195562]}";"35.924810262; -79.0306476893"
1014;private;51;0;1.0;0.0;{82B83607-6FDA-4EFE-BF1A-EAD235FE4E32};"{""type"": ""Point"", ""coordinates"": [-79.02475665417266, 35.91023751045087]}";"35.9102375105; -79.0247566542"
1016;private;;0;1.0;0.0;{2FAD6588-7B94-4E6D-9F1F-897D012AAFE5};"{""type"": ""Point"", ""coordinates"": [-79.02341214847223, 35.91171144718499]}";"35.9117114472; -79.0234121485"
1024;public;46;0;1.0;0.0;{F2AA309C-4671-45F2-AD1D-E6A3C6259DA5};"{""type"": ""Point"", ""coordinates"": [-79.02138204097915, 35.916011580631476]}";"35.9160115806; -79.021382041"
1032;public;2471;0;1.0;0.0;{CE923AC8-8299-42E1-982A-BDD68CB325E2};"{""type"": ""Point"", ""coordinates"": [-79.02423657463156, 35.95138598358466]}";"35.9513859836; -79.0242365746"
1036;public;2481;0;1.0;0.0;{1D055F65-5FC6-466D-A186-BBD58FA2E06B};"{""type"": ""Point"", ""coordinates"": [-79.02319653901635, 35.9498828999309]}";"35.9498828999; -79.023196539"
1046;;;0;1.0;0.0;{6CBE2F9C-DC9B-443B-9FAF-8D9ADB016EB0};"{""type"": ""Point"", ""coordinates"": [-79.01072606049324, 35.90705545822136]}";"35.9070554582; -79.0107260605"
1063;public;814;0;1.0;0.0;{5156D349-3183-4180-8A2F-A42AD9AC66C8};"{""type"": ""Point"", ""coordinates"": [-79.01302070846933, 35.92369684950217]}";"35.9236968495; -79.0130207085"
1070;private;500;0;1.0;0.0;{72BC1D7A-58B0-4E9B-8293-15589D1DB2BD};"{""type"": ""Point"", ""coordinates"": [-79.0166097549104, 35.947132040608096]}";"35.9471320406; -79.0166097549"
1073;private;105;0;1.0;0.0;{32A0AC65-6325-4759-B6A4-2BDF6A670F2D};"{""type"": ""Point"", ""coordinates"": [-79.00869261247962, 35.94777419775937]}";"35.9477741978; -79.0086926125"
1079;public;;0;1.0;0.0;{E9F23336-B66C-400A-8B83-96E478E20A49};"{""type"": ""Point"", ""coordinates"": [-79.01630674767888, 35.94836130984084]}";"35.9483613098; -79.0163067477"
1082;public;;0;1.0;0.0;{4D794513-4272-4653-9420-581632C9A92D};"{""type"": ""Point"", ""coordinates"": [-79.01545097388556, 35.94992837660008]}";"35.9499283766; -79.0154509739"
1087;;1500;0;1.0;0.0;{ED1E258E-6A60-4FCA-B2D5-47B977746C3E};"{""type"": ""Point"", ""coordinates"": [-79.01232333670674, 35.94911098055225]}";"35.9491109806; -79.0123233367"
